figure,panel,arm,seed,role,metric,value,source,selector,operation,channel
3,jena,HEAD,92601,VAL,val_primary,0.24780562359727362,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 0}",identity,
3,jena,HEAD,92601,VAL,cold_ready_s,18.757419399975333,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 0}",identity,
3,jena,HEAD,92601,VAL,step,32.0,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 32}",identity,
3,jena,HEAD,92601,VAL,val_primary,0.2496753809043119,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 32}",identity,
3,jena,HEAD,92601,VAL,cold_ready_s,19.820700800104532,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 32}",identity,
3,jena,HEAD,92601,VAL,step,64.0,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 64}",identity,
3,jena,HEAD,92601,VAL,val_primary,0.25386809343845085,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 64}",identity,
3,jena,HEAD,92601,VAL,cold_ready_s,20.79779250000138,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 64}",identity,
3,jena,HEAD,92601,VAL,step,128.0,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 128}",identity,
3,jena,HEAD,92601,VAL,val_primary,0.24438322403274515,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 128}",identity,
3,jena,HEAD,92601,VAL,cold_ready_s,22.031995699973777,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 128}",identity,
3,jena,HEAD,92601,VAL,step,256.0,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 256}",identity,
3,jena,HEAD,92601,VAL,val_primary,0.24695233170946318,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 256}",identity,
3,jena,HEAD,92601,VAL,cold_ready_s,23.914202300074976,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 256}",identity,
3,jena,HEAD,92601,VAL,step,512.0,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 512}",identity,
3,jena,HEAD,92601,VAL,val_primary,0.24495368728665526,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 512}",identity,
3,jena,HEAD,92601,VAL,cold_ready_s,27.18224719876889,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""step"": 512}",identity,
3,jena,HEAD,92602,VAL,step,0.0,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 0}",identity,
3,jena,HEAD,92602,VAL,val_primary,0.24780562359727362,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 0}",identity,
3,jena,HEAD,92602,VAL,cold_ready_s,18.757046699989587,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 0}",identity,
3,jena,HEAD,92602,VAL,step,32.0,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 32}",identity,
3,jena,HEAD,92602,VAL,val_primary,0.2509433502565023,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 32}",identity,
3,jena,HEAD,92602,VAL,cold_ready_s,19.720853599952534,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 32}",identity,
3,jena,HEAD,92602,VAL,step,64.0,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 64}",identity,
3,jena,HEAD,92602,VAL,val_primary,0.24780533543648223,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 64}",identity,
3,jena,HEAD,92602,VAL,cold_ready_s,20.578260299982503,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 64}",identity,
3,jena,HEAD,92602,VAL,step,128.0,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 128}",identity,
3,jena,HEAD,92602,VAL,val_primary,0.24571611179707387,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 128}",identity,
3,jena,HEAD,92602,VAL,cold_ready_s,21.769887199799996,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 128}",identity,
3,jena,HEAD,92602,VAL,step,256.0,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 256}",identity,
3,jena,HEAD,92602,VAL,val_primary,0.24727141939955036,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 256}",identity,
3,jena,HEAD,92602,VAL,cold_ready_s,23.599954200617503,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 256}",identity,
3,jena,HEAD,92602,VAL,step,512.0,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 512}",identity,
3,jena,HEAD,92602,VAL,val_primary,0.24712697074886736,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 512}",identity,
3,jena,HEAD,92602,VAL,cold_ready_s,26.759704900498036,jena/CURVES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""step"": 512}",identity,
3,jena,LORA,92601,VAL,step,0.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 0}",identity,
3,jena,LORA,92601,VAL,val_primary,0.24780562359727362,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 0}",identity,
3,jena,LORA,92601,VAL,cold_ready_s,4.544175400049426,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 0}",identity,
3,jena,LORA,92601,VAL,step,32.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 32}",identity,
3,jena,LORA,92601,VAL,val_primary,0.24395578835310386,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 32}",identity,
3,jena,LORA,92601,VAL,cold_ready_s,27.160551299981307,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 32}",identity,
3,jena,LORA,92601,VAL,step,64.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 64}",identity,
3,jena,LORA,92601,VAL,val_primary,0.24110346076755804,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 64}",identity,
3,jena,LORA,92601,VAL,cold_ready_s,49.28549939999357,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 64}",identity,
3,jena,LORA,92601,VAL,step,128.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 128}",identity,
3,jena,LORA,92601,VAL,val_primary,0.2433485066002405,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 128}",identity,
3,jena,LORA,92601,VAL,cold_ready_s,90.78154159971746,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 128}",identity,
3,jena,LORA,92601,VAL,step,256.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 256}",identity,
3,jena,LORA,92601,VAL,val_primary,0.24878354594717264,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 256}",identity,
3,jena,LORA,92601,VAL,cold_ready_s,170.11731400009012,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 256}",identity,
3,jena,LORA,92601,VAL,step,512.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 512}",identity,
3,jena,LORA,92601,VAL,val_primary,0.26262849843669267,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 512}",identity,
3,jena,LORA,92601,VAL,cold_ready_s,325.25123040075414,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""step"": 512}",identity,
3,jena,LORA,92602,VAL,step,0.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 0}",identity,
3,jena,LORA,92602,VAL,val_primary,0.24780562359727362,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 0}",identity,
3,jena,LORA,92602,VAL,cold_ready_s,4.377291900047567,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 0}",identity,
3,jena,LORA,92602,VAL,step,32.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 32}",identity,
3,jena,LORA,92602,VAL,val_primary,0.24262763793584852,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 32}",identity,
3,jena,LORA,92602,VAL,cold_ready_s,26.697768000070937,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 32}",identity,
3,jena,LORA,92602,VAL,step,64.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 64}",identity,
3,jena,LORA,92602,VAL,val_primary,0.2403331304404293,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 64}",identity,
3,jena,LORA,92602,VAL,cold_ready_s,48.86800080019748,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 64}",identity,
3,jena,LORA,92602,VAL,step,128.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 128}",identity,
3,jena,LORA,92602,VAL,val_primary,0.23991758233486946,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 128}",identity,
3,jena,LORA,92602,VAL,cold_ready_s,90.19242690061219,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 128}",identity,
3,jena,LORA,92602,VAL,step,256.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 256}",identity,
3,jena,LORA,92602,VAL,val_primary,0.24076405699410505,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 256}",identity,
3,jena,LORA,92602,VAL,cold_ready_s,169.679374501633,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 256}",identity,
3,jena,LORA,92602,VAL,step,512.0,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 512}",identity,
3,jena,LORA,92602,VAL,val_primary,0.25333964015160276,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 512}",identity,
3,jena,LORA,92602,VAL,cold_ready_s,324.5531175020733,jena/CURVES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""step"": 512}",identity,
3,jena,LORAPLUS,92601,VAL,step,0.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 0}",identity,
3,jena,LORAPLUS,92601,VAL,val_primary,0.24780562359727362,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 0}",identity,
3,jena,LORAPLUS,92601,VAL,cold_ready_s,4.831686300050933,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 0}",identity,
3,jena,LORAPLUS,92601,VAL,step,32.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 32}",identity,
3,jena,LORAPLUS,92601,VAL,val_primary,0.2436619369820918,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 32}",identity,
3,jena,LORAPLUS,92601,VAL,cold_ready_s,27.35330539988354,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 32}",identity,
3,jena,LORAPLUS,92601,VAL,step,64.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 64}",identity,
3,jena,LORAPLUS,92601,VAL,val_primary,0.24091210832770818,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 64}",identity,
3,jena,LORAPLUS,92601,VAL,cold_ready_s,49.64749710005708,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 64}",identity,
3,jena,LORAPLUS,92601,VAL,step,128.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 128}",identity,
3,jena,LORAPLUS,92601,VAL,val_primary,0.2432033230066321,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 128}",identity,
3,jena,LORAPLUS,92601,VAL,cold_ready_s,90.87237020011526,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 128}",identity,
3,jena,LORAPLUS,92601,VAL,step,256.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 256}",identity,
3,jena,LORAPLUS,92601,VAL,val_primary,0.24937383777289146,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 256}",identity,
3,jena,LORAPLUS,92601,VAL,cold_ready_s,170.10875630029477,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 256}",identity,
3,jena,LORAPLUS,92601,VAL,step,512.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 512}",identity,
3,jena,LORAPLUS,92601,VAL,val_primary,0.2596170323289203,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 512}",identity,
3,jena,LORAPLUS,92601,VAL,cold_ready_s,324.8288201003452,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""step"": 512}",identity,
3,jena,LORAPLUS,92602,VAL,step,0.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 0}",identity,
3,jena,LORAPLUS,92602,VAL,val_primary,0.24780562359727362,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 0}",identity,
3,jena,LORAPLUS,92602,VAL,cold_ready_s,4.329719500034116,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 0}",identity,
3,jena,LORAPLUS,92602,VAL,step,32.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 32}",identity,
3,jena,LORAPLUS,92602,VAL,val_primary,0.2419507642983821,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 32}",identity,
3,jena,LORAPLUS,92602,VAL,cold_ready_s,26.633716399781406,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 32}",identity,
3,jena,LORAPLUS,92602,VAL,step,64.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 64}",identity,
3,jena,LORAPLUS,92602,VAL,val_primary,0.23995759985930715,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 64}",identity,
3,jena,LORAPLUS,92602,VAL,cold_ready_s,49.16768829972716,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 64}",identity,
3,jena,LORAPLUS,92602,VAL,step,128.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 128}",identity,
3,jena,LORAPLUS,92602,VAL,val_primary,0.24011522450323766,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 128}",identity,
3,jena,LORAPLUS,92602,VAL,cold_ready_s,90.49829209991731,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 128}",identity,
3,jena,LORAPLUS,92602,VAL,step,256.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 256}",identity,
3,jena,LORAPLUS,92602,VAL,val_primary,0.24099763947294553,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 256}",identity,
3,jena,LORAPLUS,92602,VAL,cold_ready_s,170.0754197994247,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 256}",identity,
3,jena,LORAPLUS,92602,VAL,step,512.0,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 512}",identity,
3,jena,LORAPLUS,92602,VAL,val_primary,0.2549483208030272,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 512}",identity,
3,jena,LORAPLUS,92602,VAL,cold_ready_s,325.39882789872354,jena/CURVES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""step"": 512}",identity,
4,ettm2,LORA,mean,TEST,channel_gain_pct,1.4402096564390705,ettm2/CHANNEL_SCORES.csv,"{""arm"": ""LORA"", ""baseline"": ""HEAD"", ""channel"": ""HUFL"", ""variant"": ""selected""}",ratio_of_channel_means,HUFL
4,ettm2,LORA,mean,TEST,channel_gain_pct,1.8513731979462829,ettm2/CHANNEL_SCORES.csv,"{""arm"": ""LORA"", ""baseline"": ""HEAD"", ""channel"": ""HULL"", ""variant"": ""selected""}",ratio_of_channel_means,HULL
4,ettm2,LORA,mean,TEST,channel_gain_pct,1.5322469156304028,ettm2/CHANNEL_SCORES.csv,"{""arm"": ""LORA"", ""baseline"": ""HEAD"", ""channel"": ""MUFL"", ""variant"": ""selected""}",ratio_of_channel_means,MUFL
4,ettm2,LORA,mean,TEST,channel_gain_pct,0.7344493711130156,ettm2/CHANNEL_SCORES.csv,"{""arm"": ""LORA"", ""baseline"": ""HEAD"", ""channel"": ""MULL"", ""variant"": ""selected""}",ratio_of_channel_means,MULL
4,ettm2,LORA,mean,TEST,channel_gain_pct,1.4145323860990249,ettm2/CHANNEL_SCORES.csv,"{""arm"": ""LORA"", ""baseline"": ""HEAD"", ""channel"": ""LUFL"", ""variant"": ""selected""}",ratio_of_channel_means,LUFL
4,ettm2,LORA,mean,TEST,channel_gain_pct,2.569351701259323,ettm2/CHANNEL_SCORES.csv,"{""arm"": ""LORA"", ""baseline"": ""HEAD"", ""channel"": ""LULL"", ""variant"": ""selected""}",ratio_of_channel_means,LULL
4,ettm2,LORA,mean,TEST,channel_gain_pct,6.525436197314093,ettm2/CHANNEL_SCORES.csv,"{""arm"": ""LORA"", ""baseline"": ""HEAD"", ""channel"": ""OT"", ""variant"": ""selected""}",ratio_of_channel_means,OT
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,0.48883579161986096,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""p (mbar)"", ""variant"": ""selected""}",ratio_of_channel_means,p (mbar)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,2.793123148549564,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""T (degC)"", ""variant"": ""selected""}",ratio_of_channel_means,T (degC)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,2.4815683597124294,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""Tpot (K)"", ""variant"": ""selected""}",ratio_of_channel_means,Tpot (K)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,2.558440329496264,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""Tdew (degC)"", ""variant"": ""selected""}",ratio_of_channel_means,Tdew (degC)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,1.2647229681360452,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""rh (%)"", ""variant"": ""selected""}",ratio_of_channel_means,rh (%)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,2.77761552231358,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""VPmax (mbar)"", ""variant"": ""selected""}",ratio_of_channel_means,VPmax (mbar)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,2.637795727424853,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""VPact (mbar)"", ""variant"": ""selected""}",ratio_of_channel_means,VPact (mbar)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,1.9053581960637291,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""VPdef (mbar)"", ""variant"": ""selected""}",ratio_of_channel_means,VPdef (mbar)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,2.6092790541440083,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""sh (g/kg)"", ""variant"": ""selected""}",ratio_of_channel_means,sh (g/kg)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,2.6178348189451337,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""H2OC (mmol/mol)"", ""variant"": ""selected""}",ratio_of_channel_means,H2OC (mmol/mol)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,1.2557973180098987,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""rho (g/m**3)"", ""variant"": ""selected""}",ratio_of_channel_means,rho (g/m**3)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,1.640427018311096,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""wv (m/s)"", ""variant"": ""selected""}",ratio_of_channel_means,wv (m/s)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,1.0813379866793076,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""max. wv (m/s)"", ""variant"": ""selected""}",ratio_of_channel_means,max. wv (m/s)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,1.354564632076572,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""wd (deg)"", ""variant"": ""selected""}",ratio_of_channel_means,wd (deg)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,-1.5636531312533632,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""rain (mm)"", ""variant"": ""selected""}",ratio_of_channel_means,rain (mm)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,1.9896618779672115,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""raining (s)"", ""variant"": ""selected""}",ratio_of_channel_means,raining (s)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,1.7688231884614554,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""SWDR (W/m\u00b2)"", ""variant"": ""selected""}",ratio_of_channel_means,SWDR (W/m²)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,2.0608117811983626,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""PAR (\u00b5mol/m\u00b2/s)"", ""variant"": ""selected""}",ratio_of_channel_means,PAR (µmol/m²/s)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,3.0201648070609446,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""max. PAR (\u00b5mol/m\u00b2/s)"", ""variant"": ""selected""}",ratio_of_channel_means,max. PAR (µmol/m²/s)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,3.289845529104814,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""Tlog (degC)"", ""variant"": ""selected""}",ratio_of_channel_means,Tlog (degC)
4,jena,LORAPLUS,mean,TEST,channel_gain_pct,0.5149741377058255,jena/CHANNEL_SCORES.csv,"{""arm"": ""LORAPLUS"", ""baseline"": ""HEAD"", ""channel"": ""CO2 (ppm)"", ""variant"": ""selected""}",ratio_of_channel_means,CO2 (ppm)
5,jena,HEAD,92601,TEST,primary,0.17804301898795571,jena/SCORES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""variant"": ""selected""}",identity,
5,jena,HEAD,92602,TEST,primary,0.1776969450536286,jena/SCORES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""variant"": ""selected""}",identity,
5,jena,HEAD,mean,TEST,primary,0.17786998202079216,jena/SCORES.csv,"{""arm"": ""HEAD"", ""variant"": ""selected""}",mean,
5,jena,LORAPLUS,92601,TEST,primary,0.17524380748370064,jena/SCORES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""variant"": ""selected""}",identity,
5,jena,LORAPLUS,92602,TEST,primary,0.17446796189025435,jena/SCORES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""variant"": ""selected""}",identity,
5,jena,LORAPLUS,mean,TEST,primary,0.1748558846869775,jena/SCORES.csv,"{""arm"": ""LORAPLUS"", ""variant"": ""selected""}",mean,
5,ettm2,HEAD,92601,TEST,primary,0.16472215149639874,ettm2/SCORES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""variant"": ""selected""}",identity,
5,ettm2,HEAD,92602,TEST,primary,0.16435552712567103,ettm2/SCORES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""variant"": ""selected""}",identity,
5,ettm2,HEAD,mean,TEST,primary,0.16453883931103488,ettm2/SCORES.csv,"{""arm"": ""HEAD"", ""variant"": ""selected""}",mean,
5,ettm2,LORA,92601,TEST,primary,0.16034004005171268,ettm2/SCORES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""variant"": ""selected""}",identity,
5,ettm2,LORA,92602,TEST,primary,0.16159066123272733,ettm2/SCORES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""variant"": ""selected""}",identity,
5,ettm2,LORA,mean,TEST,primary,0.16096535064222,ettm2/SCORES.csv,"{""arm"": ""LORA"", ""variant"": ""selected""}",mean,
6,ettm2,F0_SHORT,0,TEST,primary,0.17456145794684877,ettm2/SCORES.csv,"{""arm"": ""F0_SHORT"", ""seed"": 0, ""variant"": ""selected""}",identity,
6,ettm2,F0_LONG,0,TEST,primary,0.16826613213184746,ettm2/SCORES.csv,"{""arm"": ""F0_LONG"", ""seed"": 0, ""variant"": ""selected""}",identity,
6,ettm2,HEAD,92601,TEST,primary,0.16472215149639874,ettm2/SCORES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""variant"": ""selected""}",identity,
6,ettm2,HEAD,92602,TEST,primary,0.16435552712567103,ettm2/SCORES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""variant"": ""selected""}",identity,
6,ettm2,HEAD,mean,TEST,primary,0.16453883931103488,ettm2/SCORES.csv,"{""arm"": ""HEAD"", ""variant"": ""selected""}",mean,
6,ettm2,LORA,92601,TEST,primary,0.16034004005171268,ettm2/SCORES.csv,"{""arm"": ""LORA"", ""seed"": 92601, ""variant"": ""selected""}",identity,
6,ettm2,LORA,92602,TEST,primary,0.16159066123272733,ettm2/SCORES.csv,"{""arm"": ""LORA"", ""seed"": 92602, ""variant"": ""selected""}",identity,
